"","CHROM","POS","sample.id","REF_depth","ALT_depth","SUM_DEPTH","allele_frequency","country","mean_freq_pos_country","scaffold","species"
"20","3_ascaris_lumbricoides",6784822,"KEN_ALUM018_trimmed",2,0,2,0,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"21","3_ascaris_lumbricoides",6784822,"KEN_ALUM019_trimmed",11,5,16,0.3125,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"22","3_ascaris_lumbricoides",6784822,"KEN_ALUM021_trimmed",0,0,0,NA,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"23","3_ascaris_lumbricoides",6784822,"KEN_ALUM026_trimmed",0,0,0,NA,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"24","3_ascaris_lumbricoides",6784822,"KEN_ALUM029_trimmed",0,0,0,NA,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"25","3_ascaris_lumbricoides",6784822,"KEN_ALUM030_trimmed",15,2,17,0.117647058823529,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"26","3_ascaris_lumbricoides",6784822,"KEN_ALUM031_trimmed",0,0,0,NA,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"27","3_ascaris_lumbricoides",6784822,"KEN_ALUM032_trimmed",0,0,0,NA,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"28","3_ascaris_lumbricoides",6784822,"KEN_ALUM038_trimmed",1,1,2,0.5,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"29","3_ascaris_lumbricoides",6784822,"KEN_ALUM039_trimmed",0,0,0,NA,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"30","3_ascaris_lumbricoides",6784822,"KEN_ALUM046_trimmed",1,0,1,0,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"31","3_ascaris_lumbricoides",6784822,"KEN_ALUM055_trimmed",0,0,0,NA,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"32","3_ascaris_lumbricoides",6784822,"KEN_ALUM059_trimmed",309,43,352,0.122159090909091,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"33","3_ascaris_lumbricoides",6784822,"KEN_ALUM067_trimmed",1,0,1,0,"Kenya",0.125133885546851,"3a","Ascaris_lumbricoides"
"34","3_ascaris_lumbricoides",6784822,"MMR001_trimmed",0,0,0,NA,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"35","3_ascaris_lumbricoides",6784822,"MMR002_trimmed",48,3,51,0.0588235294117647,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"36","3_ascaris_lumbricoides",6784822,"MMR007_trimmed",20,1,21,0.0476190476190476,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"37","3_ascaris_lumbricoides",6784822,"MMR008_trimmed",1,1,2,0.5,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"38","3_ascaris_lumbricoides",6784822,"MMR013_trimmed",5,1,6,0.166666666666667,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"39","3_ascaris_lumbricoides",6784822,"MMR015_trimmed",0,0,0,NA,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"40","3_ascaris_lumbricoides",6784822,"MMR016_trimmed",11,0,11,0,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"41","3_ascaris_lumbricoides",6784822,"MMR017_trimmed",2,0,2,0,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"42","3_ascaris_lumbricoides",6784822,"MMR024_trimmed",2,0,2,0,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"43","3_ascaris_lumbricoides",6784822,"MMR025_trimmed",1,0,1,0,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"44","3_ascaris_lumbricoides",6784822,"MMR026_trimmed",4,0,4,0,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"45","3_ascaris_lumbricoides",6784822,"MMR032_trimmed",1,0,1,0,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"46","3_ascaris_lumbricoides",6784822,"MMR034_trimmed",1,0,1,0,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"47","3_ascaris_lumbricoides",6784822,"MMR_NDK113_trimmed",2,1,3,0.333333333333333,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"48","3_ascaris_lumbricoides",6784822,"MMR_NDK63_trimmed",3,1,4,0.25,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"49","3_ascaris_lumbricoides",6784822,"MMR_NKD92_trimmed",5,0,5,0,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"50","3_ascaris_lumbricoides",6784822,"MMR_TKU102_trimmed",7,1,8,0.125,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"51","3_ascaris_lumbricoides",6784822,"MMR_TKU23_trimmed",3,1,4,0.25,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"52","3_ascaris_lumbricoides",6784822,"MMR_TKU25_trimmed",9,2,11,0.181818181818182,"Myanmar",0.112544750520529,"3a","Ascaris_lumbricoides"
"53","3_ascaris_lumbricoides",6784822,"MOZ011_trimmed",8,0,8,0,"Mozambique",0.0379073419709462,"3a","Ascaris_lumbricoides"
"54","3_ascaris_lumbricoides",6784822,"MOZ028_trimmed",58,2,60,0.0333333333333333,"Mozambique",0.0379073419709462,"3a","Ascaris_lumbricoides"
"55","3_ascaris_lumbricoides",6784822,"MOZ030_trimmed",1041,91,1132,0.0803886925795053,"Mozambique",0.0379073419709462,"3a","Ascaris_lumbricoides"
"56","3_ascaris_lumbricoides",6784822,"MYS342_trimmed",2,1,3,0.333333333333333,"Malaysia",0.333333333333333,"3a","Ascaris_lumbricoides"
"57","3_ascaris_lumbricoides",6784822,"ZAF002_trimmed",39,6,45,0.133333333333333,"South Africa",0.058030303030303,"3a","Ascaris_lumbricoides"
"58","3_ascaris_lumbricoides",6784822,"ZAF003_trimmed",9,1,10,0.1,"South Africa",0.058030303030303,"3a","Ascaris_lumbricoides"
"59","3_ascaris_lumbricoides",6784822,"ZAF004_trimmed",29,0,29,0,"South Africa",0.058030303030303,"3a","Ascaris_lumbricoides"
"60","3_ascaris_lumbricoides",6784822,"ZAF005_trimmed",166,10,176,0.0568181818181818,"South Africa",0.058030303030303,"3a","Ascaris_lumbricoides"
"61","3_ascaris_lumbricoides",6784822,"ZAF006_trimmed",9,0,9,0,"South Africa",0.058030303030303,"3a","Ascaris_lumbricoides"
"62","3_ascaris_lumbricoides",6784843,"BEN002_trimmed",0,0,0,NA,"Benin",0.333333333333333,"3a","Ascaris_lumbricoides"
"63","3_ascaris_lumbricoides",6784843,"BEN005_trimmed",1,0,1,0,"Benin",0.333333333333333,"3a","Ascaris_lumbricoides"
"64","3_ascaris_lumbricoides",6784843,"BEN010_trimmed",0,0,0,NA,"Benin",0.333333333333333,"3a","Ascaris_lumbricoides"
"65","3_ascaris_lumbricoides",6784843,"BEN014_trimmed",3,0,3,0,"Benin",0.333333333333333,"3a","Ascaris_lumbricoides"
"66","3_ascaris_lumbricoides",6784843,"BEN015_trimmed",0,1,1,1,"Benin",0.333333333333333,"3a","Ascaris_lumbricoides"
"67","3_ascaris_lumbricoides",6784843,"BEN019_trimmed",1,0,1,0,"Benin",0.333333333333333,"3a","Ascaris_lumbricoides"
"68","3_ascaris_lumbricoides",6784843,"BEN022_trimmed",1,1,2,0.5,"Benin",0.333333333333333,"3a","Ascaris_lumbricoides"
"69","3_ascaris_lumbricoides",6784843,"BEN025_trimmed",1,1,2,0.5,"Benin",0.333333333333333,"3a","Ascaris_lumbricoides"
"70","3_ascaris_lumbricoides",6784843,"ETH001_trimmed",1302,80,1382,0.0578871201157742,"Ethiopia",0.0543194999075112,"3a","Ascaris_lumbricoides"
"71","3_ascaris_lumbricoides",6784843,"ETH002_trimmed",4545,243,4788,0.0507518796992481,"Ethiopia",0.0543194999075112,"3a","Ascaris_lumbricoides"
"72","3_ascaris_lumbricoides",6784843,"KEN_ALUM001_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"73","3_ascaris_lumbricoides",6784843,"KEN_ALUM002_trimmed",574,17,591,0.0287648054145516,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"74","3_ascaris_lumbricoides",6784843,"KEN_ALUM003_trimmed",1128,38,1166,0.032590051457976,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"75","3_ascaris_lumbricoides",6784843,"KEN_ALUM004_trimmed",1,0,1,0,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"76","3_ascaris_lumbricoides",6784843,"KEN_ALUM005_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"77","3_ascaris_lumbricoides",6784843,"KEN_ALUM008_trimmed",504,8,512,0.015625,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"78","3_ascaris_lumbricoides",6784843,"KEN_ALUM009_trimmed",656,20,676,0.029585798816568,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"79","3_ascaris_lumbricoides",6784843,"KEN_ALUM010_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"80","3_ascaris_lumbricoides",6784843,"KEN_ALUM017_trimmed",32,1,33,0.0303030303030303,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"81","3_ascaris_lumbricoides",6784843,"KEN_ALUM018_trimmed",2,1,3,0.333333333333333,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"82","3_ascaris_lumbricoides",6784843,"KEN_ALUM019_trimmed",29,5,34,0.147058823529412,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"83","3_ascaris_lumbricoides",6784843,"KEN_ALUM021_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"84","3_ascaris_lumbricoides",6784843,"KEN_ALUM026_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"85","3_ascaris_lumbricoides",6784843,"KEN_ALUM029_trimmed",1,0,1,0,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"86","3_ascaris_lumbricoides",6784843,"KEN_ALUM030_trimmed",29,2,31,0.0645161290322581,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"87","3_ascaris_lumbricoides",6784843,"KEN_ALUM031_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"88","3_ascaris_lumbricoides",6784843,"KEN_ALUM032_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"89","3_ascaris_lumbricoides",6784843,"KEN_ALUM038_trimmed",2,0,2,0,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"90","3_ascaris_lumbricoides",6784843,"KEN_ALUM039_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"91","3_ascaris_lumbricoides",6784843,"KEN_ALUM046_trimmed",3,0,3,0,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"92","3_ascaris_lumbricoides",6784843,"KEN_ALUM055_trimmed",0,0,0,NA,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"93","3_ascaris_lumbricoides",6784843,"KEN_ALUM059_trimmed",817,23,840,0.0273809523809524,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"94","3_ascaris_lumbricoides",6784843,"KEN_ALUM067_trimmed",2,0,2,0,"Kenya",0.0506541374477201,"3a","Ascaris_lumbricoides"
"95","3_ascaris_lumbricoides",6784843,"MMR001_trimmed",1,0,1,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"96","3_ascaris_lumbricoides",6784843,"MMR002_trimmed",50,6,56,0.107142857142857,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"97","3_ascaris_lumbricoides",6784843,"MMR007_trimmed",20,0,20,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"98","3_ascaris_lumbricoides",6784843,"MMR008_trimmed",2,0,2,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"99","3_ascaris_lumbricoides",6784843,"MMR013_trimmed",6,1,7,0.142857142857143,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"100","3_ascaris_lumbricoides",6784843,"MMR015_trimmed",0,0,0,NA,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"101","3_ascaris_lumbricoides",6784843,"MMR016_trimmed",10,1,11,0.0909090909090909,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"102","3_ascaris_lumbricoides",6784843,"MMR017_trimmed",2,0,2,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"103","3_ascaris_lumbricoides",6784843,"MMR024_trimmed",2,0,2,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"104","3_ascaris_lumbricoides",6784843,"MMR025_trimmed",1,0,1,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"105","3_ascaris_lumbricoides",6784843,"MMR026_trimmed",5,0,5,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"106","3_ascaris_lumbricoides",6784843,"MMR032_trimmed",1,0,1,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"107","3_ascaris_lumbricoides",6784843,"MMR034_trimmed",1,0,1,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"108","3_ascaris_lumbricoides",6784843,"MMR_NDK113_trimmed",3,0,3,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"109","3_ascaris_lumbricoides",6784843,"MMR_NDK63_trimmed",4,0,4,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"110","3_ascaris_lumbricoides",6784843,"MMR_NKD92_trimmed",5,1,6,0.166666666666667,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"111","3_ascaris_lumbricoides",6784843,"MMR_TKU102_trimmed",9,1,10,0.1,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"112","3_ascaris_lumbricoides",6784843,"MMR_TKU23_trimmed",4,0,4,0,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"113","3_ascaris_lumbricoides",6784843,"MMR_TKU25_trimmed",9,2,11,0.181818181818182,"Myanmar",0.0438552188552189,"3a","Ascaris_lumbricoides"
"114","3_ascaris_lumbricoides",6784843,"MOZ011_trimmed",8,0,8,0,"Mozambique",0.0658290311210632,"3a","Ascaris_lumbricoides"
"115","3_ascaris_lumbricoides",6784843,"MOZ028_trimmed",61,8,69,0.115942028985507,"Mozambique",0.0658290311210632,"3a","Ascaris_lumbricoides"
"116","3_ascaris_lumbricoides",6784843,"MOZ030_trimmed",1070,95,1165,0.0815450643776824,"Mozambique",0.0658290311210632,"3a","Ascaris_lumbricoides"
"117","3_ascaris_lumbricoides",6784843,"MYS342_trimmed",3,0,3,0,"Malaysia",0,"3a","Ascaris_lumbricoides"
"118","3_ascaris_lumbricoides",6784843,"ZAF002_trimmed",40,4,44,0.0909090909090909,"South Africa",0.0505393513590235,"3a","Ascaris_lumbricoides"
"119","3_ascaris_lumbricoides",6784843,"ZAF003_trimmed",13,0,13,0,"South Africa",0.0505393513590235,"3a","Ascaris_lumbricoides"
"120","3_ascaris_lumbricoides",6784843,"ZAF004_trimmed",25,3,28,0.107142857142857,"South Africa",0.0505393513590235,"3a","Ascaris_lumbricoides"
"121","3_ascaris_lumbricoides",6784843,"ZAF005_trimmed",173,10,183,0.0546448087431694,"South Africa",0.0505393513590235,"3a","Ascaris_lumbricoides"
"122","3_ascaris_lumbricoides",6784843,"ZAF006_trimmed",9,0,9,0,"South Africa",0.0505393513590235,"3a","Ascaris_lumbricoides"
"123","23_ascaris_lumbricoides",1143312,"BEN002_trimmed",1,0,1,0,"Benin",0.2,"23","Ascaris_lumbricoides"
"124","23_ascaris_lumbricoides",1143312,"BEN005_trimmed",4,0,4,0,"Benin",0.2,"23","Ascaris_lumbricoides"
"125","23_ascaris_lumbricoides",1143312,"BEN010_trimmed",1,0,1,0,"Benin",0.2,"23","Ascaris_lumbricoides"
"126","23_ascaris_lumbricoides",1143312,"BEN014_trimmed",0,0,0,NA,"Benin",0.2,"23","Ascaris_lumbricoides"
"127","23_ascaris_lumbricoides",1143312,"BEN015_trimmed",1,0,1,0,"Benin",0.2,"23","Ascaris_lumbricoides"
"128","23_ascaris_lumbricoides",1143312,"BEN019_trimmed",0,1,1,1,"Benin",0.2,"23","Ascaris_lumbricoides"
"129","23_ascaris_lumbricoides",1143312,"BEN022_trimmed",0,0,0,NA,"Benin",0.2,"23","Ascaris_lumbricoides"
"130","23_ascaris_lumbricoides",1143312,"BEN025_trimmed",0,0,0,NA,"Benin",0.2,"23","Ascaris_lumbricoides"
"131","23_ascaris_lumbricoides",1143312,"ETH001_trimmed",2799,19,2818,0.00674237047551455,"Ethiopia",0.00653670773966422,"23","Ascaris_lumbricoides"
"132","23_ascaris_lumbricoides",1143312,"ETH002_trimmed",13027,83,13110,0.00633104500381388,"Ethiopia",0.00653670773966422,"23","Ascaris_lumbricoides"
"133","23_ascaris_lumbricoides",1143312,"KEN_ALUM001_trimmed",4,0,4,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"134","23_ascaris_lumbricoides",1143312,"KEN_ALUM002_trimmed",4097,35,4132,0.00847047434656341,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"135","23_ascaris_lumbricoides",1143312,"KEN_ALUM003_trimmed",14150,83,14233,0.00583151830253636,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"136","23_ascaris_lumbricoides",1143312,"KEN_ALUM004_trimmed",2,0,2,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"137","23_ascaris_lumbricoides",1143312,"KEN_ALUM005_trimmed",1,0,1,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"138","23_ascaris_lumbricoides",1143312,"KEN_ALUM008_trimmed",7470,42,7512,0.00559105431309904,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"139","23_ascaris_lumbricoides",1143312,"KEN_ALUM009_trimmed",5029,29,5058,0.00573349149861605,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"140","23_ascaris_lumbricoides",1143312,"KEN_ALUM010_trimmed",3,0,3,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"141","23_ascaris_lumbricoides",1143312,"KEN_ALUM017_trimmed",396,1,397,0.00251889168765743,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"142","23_ascaris_lumbricoides",1143312,"KEN_ALUM018_trimmed",19,0,19,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"143","23_ascaris_lumbricoides",1143312,"KEN_ALUM019_trimmed",151,0,151,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"144","23_ascaris_lumbricoides",1143312,"KEN_ALUM021_trimmed",7,0,7,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"145","23_ascaris_lumbricoides",1143312,"KEN_ALUM026_trimmed",10,0,10,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"146","23_ascaris_lumbricoides",1143312,"KEN_ALUM029_trimmed",2,0,2,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"147","23_ascaris_lumbricoides",1143312,"KEN_ALUM030_trimmed",266,2,268,0.00746268656716418,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"148","23_ascaris_lumbricoides",1143312,"KEN_ALUM031_trimmed",1,0,1,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"149","23_ascaris_lumbricoides",1143312,"KEN_ALUM032_trimmed",0,0,0,NA,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"150","23_ascaris_lumbricoides",1143312,"KEN_ALUM038_trimmed",68,0,68,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"151","23_ascaris_lumbricoides",1143312,"KEN_ALUM039_trimmed",0,0,0,NA,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"152","23_ascaris_lumbricoides",1143312,"KEN_ALUM046_trimmed",13,0,13,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"153","23_ascaris_lumbricoides",1143312,"KEN_ALUM055_trimmed",5,0,5,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"154","23_ascaris_lumbricoides",1143312,"KEN_ALUM059_trimmed",16024,97,16121,0.00601699646423919,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"155","23_ascaris_lumbricoides",1143312,"KEN_ALUM067_trimmed",24,0,24,0,"Kenya",0.00198214824666075,"23","Ascaris_lumbricoides"
"156","23_ascaris_lumbricoides",1143312,"MMR001_trimmed",0,0,0,NA,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"157","23_ascaris_lumbricoides",1143312,"MMR002_trimmed",57,0,57,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"158","23_ascaris_lumbricoides",1143312,"MMR007_trimmed",9,0,9,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"159","23_ascaris_lumbricoides",1143312,"MMR008_trimmed",1,0,1,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"160","23_ascaris_lumbricoides",1143312,"MMR013_trimmed",9,0,9,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"161","23_ascaris_lumbricoides",1143312,"MMR015_trimmed",0,0,0,NA,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"162","23_ascaris_lumbricoides",1143312,"MMR016_trimmed",14,0,14,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"163","23_ascaris_lumbricoides",1143312,"MMR017_trimmed",1,0,1,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"164","23_ascaris_lumbricoides",1143312,"MMR024_trimmed",1,0,1,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"165","23_ascaris_lumbricoides",1143312,"MMR025_trimmed",0,0,0,NA,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"166","23_ascaris_lumbricoides",1143312,"MMR026_trimmed",10,0,10,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"167","23_ascaris_lumbricoides",1143312,"MMR032_trimmed",0,0,0,NA,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"168","23_ascaris_lumbricoides",1143312,"MMR034_trimmed",1,0,1,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"169","23_ascaris_lumbricoides",1143312,"MMR_NDK113_trimmed",17,0,17,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"170","23_ascaris_lumbricoides",1143312,"MMR_NDK63_trimmed",37,0,37,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"171","23_ascaris_lumbricoides",1143312,"MMR_NKD92_trimmed",38,1,39,0.0256410256410256,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"172","23_ascaris_lumbricoides",1143312,"MMR_TKU102_trimmed",77,0,77,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"173","23_ascaris_lumbricoides",1143312,"MMR_TKU23_trimmed",12,0,12,0,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"174","23_ascaris_lumbricoides",1143312,"MMR_TKU25_trimmed",51,1,52,0.0192307692307692,"Myanmar",0.00299145299145299,"23","Ascaris_lumbricoides"
"175","23_ascaris_lumbricoides",1143312,"MOZ011_trimmed",29,0,29,0,"Mozambique",0.00886551319518243,"23","Ascaris_lumbricoides"
"176","23_ascaris_lumbricoides",1143312,"MOZ028_trimmed",253,3,256,0.01171875,"Mozambique",0.00886551319518243,"23","Ascaris_lumbricoides"
"177","23_ascaris_lumbricoides",1143312,"MOZ030_trimmed",3708,56,3764,0.0148777895855473,"Mozambique",0.00886551319518243,"23","Ascaris_lumbricoides"
"178","23_ascaris_lumbricoides",1143312,"ZAF002_trimmed",59,0,59,0,"South Africa",0.000980392156862745,"23","Ascaris_lumbricoides"
"179","23_ascaris_lumbricoides",1143312,"ZAF003_trimmed",21,0,21,0,"South Africa",0.000980392156862745,"23","Ascaris_lumbricoides"
