"","scaffold","scaffold_start","scaffold_end","count","target","species"
"2287","3_ascaris_lumbricoides",490000,500000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2288","3_ascaris_lumbricoides",500000,510000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2289","3_ascaris_lumbricoides",510000,520000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2290","3_ascaris_lumbricoides",520000,530000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2291","3_ascaris_lumbricoides",530000,540000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2292","3_ascaris_lumbricoides",540000,550000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2293","3_ascaris_lumbricoides",550000,560000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2294","3_ascaris_lumbricoides",560000,570000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2295","3_ascaris_lumbricoides",570000,580000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2296","3_ascaris_lumbricoides",580000,590000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2297","3_ascaris_lumbricoides",590000,600000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2298","3_ascaris_lumbricoides",600000,610000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2299","3_ascaris_lumbricoides",610000,620000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2300","3_ascaris_lumbricoides",620000,630000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2301","3_ascaris_lumbricoides",630000,640000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2302","3_ascaris_lumbricoides",640000,650000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2303","3_ascaris_lumbricoides",650000,660000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2304","3_ascaris_lumbricoides",660000,670000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2305","3_ascaris_lumbricoides",670000,680000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2306","3_ascaris_lumbricoides",680000,690000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2307","3_ascaris_lumbricoides",690000,700000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2308","3_ascaris_lumbricoides",700000,710000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2309","3_ascaris_lumbricoides",710000,720000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2310","3_ascaris_lumbricoides",720000,730000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2311","3_ascaris_lumbricoides",730000,740000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2312","3_ascaris_lumbricoides",740000,750000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2313","3_ascaris_lumbricoides",750000,760000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2314","3_ascaris_lumbricoides",760000,770000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2315","3_ascaris_lumbricoides",770000,780000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2316","3_ascaris_lumbricoides",780000,790000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2317","3_ascaris_lumbricoides",790000,800000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2318","3_ascaris_lumbricoides",800000,810000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2319","3_ascaris_lumbricoides",810000,820000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2320","3_ascaris_lumbricoides",820000,830000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2321","3_ascaris_lumbricoides",830000,840000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2322","3_ascaris_lumbricoides",840000,850000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2323","3_ascaris_lumbricoides",850000,860000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2324","3_ascaris_lumbricoides",860000,870000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2325","3_ascaris_lumbricoides",870000,880000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2326","3_ascaris_lumbricoides",880000,890000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2327","3_ascaris_lumbricoides",890000,900000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2328","3_ascaris_lumbricoides",900000,910000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2329","3_ascaris_lumbricoides",910000,920000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2330","3_ascaris_lumbricoides",920000,930000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2331","3_ascaris_lumbricoides",930000,940000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2332","3_ascaris_lumbricoides",940000,950000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2333","3_ascaris_lumbricoides",950000,960000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2334","3_ascaris_lumbricoides",960000,970000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2335","3_ascaris_lumbricoides",970000,980000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2336","3_ascaris_lumbricoides",980000,990000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2337","3_ascaris_lumbricoides",990000,1000000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2338","3_ascaris_lumbricoides",1000000,1010000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2339","3_ascaris_lumbricoides",1010000,1020000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2340","3_ascaris_lumbricoides",1020000,1030000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2341","3_ascaris_lumbricoides",1030000,1040000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2342","3_ascaris_lumbricoides",1040000,1050000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2343","3_ascaris_lumbricoides",1050000,1060000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2344","3_ascaris_lumbricoides",1060000,1070000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2345","3_ascaris_lumbricoides",1070000,1080000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2346","3_ascaris_lumbricoides",1080000,1090000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2347","3_ascaris_lumbricoides",1090000,1100000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2348","3_ascaris_lumbricoides",1100000,1110000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2349","3_ascaris_lumbricoides",1110000,1120000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2350","3_ascaris_lumbricoides",1120000,1130000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2351","3_ascaris_lumbricoides",1130000,1140000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2352","3_ascaris_lumbricoides",1140000,1150000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2353","3_ascaris_lumbricoides",1150000,1160000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2354","3_ascaris_lumbricoides",1160000,1170000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2355","3_ascaris_lumbricoides",1170000,1180000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2356","3_ascaris_lumbricoides",1180000,1190000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2357","3_ascaris_lumbricoides",1190000,1200000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2358","3_ascaris_lumbricoides",1200000,1210000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2359","3_ascaris_lumbricoides",1210000,1220000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2360","3_ascaris_lumbricoides",1220000,1230000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2361","3_ascaris_lumbricoides",1230000,1240000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2362","3_ascaris_lumbricoides",1240000,1250000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2363","3_ascaris_lumbricoides",1250000,1260000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2364","3_ascaris_lumbricoides",1260000,1270000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2365","3_ascaris_lumbricoides",1270000,1280000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2366","3_ascaris_lumbricoides",1280000,1290000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2367","3_ascaris_lumbricoides",1290000,1300000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2368","3_ascaris_lumbricoides",1300000,1310000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2369","3_ascaris_lumbricoides",1310000,1320000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2370","3_ascaris_lumbricoides",1320000,1330000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2371","3_ascaris_lumbricoides",1330000,1340000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2372","3_ascaris_lumbricoides",1340000,1350000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2373","3_ascaris_lumbricoides",1350000,1360000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2374","3_ascaris_lumbricoides",1360000,1370000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2375","3_ascaris_lumbricoides",1370000,1380000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2376","3_ascaris_lumbricoides",1380000,1390000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2377","3_ascaris_lumbricoides",1390000,1400000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2378","3_ascaris_lumbricoides",1400000,1410000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2379","3_ascaris_lumbricoides",1410000,1420000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2380","3_ascaris_lumbricoides",1420000,1430000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2381","3_ascaris_lumbricoides",1430000,1440000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2382","3_ascaris_lumbricoides",1440000,1450000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2383","3_ascaris_lumbricoides",1450000,1460000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2384","3_ascaris_lumbricoides",1460000,1470000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2385","3_ascaris_lumbricoides",1470000,1480000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2386","3_ascaris_lumbricoides",1480000,1490000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2387","3_ascaris_lumbricoides",1490000,1500000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2388","3_ascaris_lumbricoides",1500000,1510000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2389","3_ascaris_lumbricoides",1510000,1520000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2390","3_ascaris_lumbricoides",1520000,1530000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2391","3_ascaris_lumbricoides",1530000,1540000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2392","3_ascaris_lumbricoides",1540000,1550000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2393","3_ascaris_lumbricoides",1550000,1560000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2394","3_ascaris_lumbricoides",1560000,1570000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2395","3_ascaris_lumbricoides",1570000,1580000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2396","3_ascaris_lumbricoides",1580000,1590000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2397","3_ascaris_lumbricoides",1590000,1600000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2398","3_ascaris_lumbricoides",1600000,1610000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2399","3_ascaris_lumbricoides",1610000,1620000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2400","3_ascaris_lumbricoides",1620000,1630000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2401","3_ascaris_lumbricoides",1630000,1640000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2402","3_ascaris_lumbricoides",1640000,1650000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2403","3_ascaris_lumbricoides",1650000,1660000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2404","3_ascaris_lumbricoides",1660000,1670000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2405","3_ascaris_lumbricoides",1670000,1680000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2406","3_ascaris_lumbricoides",1680000,1690000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2407","3_ascaris_lumbricoides",1690000,1700000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2408","3_ascaris_lumbricoides",1700000,1710000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2409","3_ascaris_lumbricoides",1710000,1720000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2410","3_ascaris_lumbricoides",1720000,1730000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2411","3_ascaris_lumbricoides",1730000,1740000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2412","3_ascaris_lumbricoides",1740000,1750000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2413","3_ascaris_lumbricoides",1750000,1760000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2414","3_ascaris_lumbricoides",1760000,1770000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2415","3_ascaris_lumbricoides",1770000,1780000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2416","3_ascaris_lumbricoides",1780000,1790000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2417","3_ascaris_lumbricoides",1790000,1800000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2418","3_ascaris_lumbricoides",1800000,1810000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2419","3_ascaris_lumbricoides",1810000,1820000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2420","3_ascaris_lumbricoides",1820000,1830000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2421","3_ascaris_lumbricoides",1830000,1840000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2422","3_ascaris_lumbricoides",1840000,1850000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2423","3_ascaris_lumbricoides",1850000,1860000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2424","3_ascaris_lumbricoides",1860000,1870000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2425","3_ascaris_lumbricoides",1870000,1880000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2426","3_ascaris_lumbricoides",1880000,1890000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2427","3_ascaris_lumbricoides",1890000,1900000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2428","3_ascaris_lumbricoides",1900000,1910000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2429","3_ascaris_lumbricoides",1910000,1920000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2430","3_ascaris_lumbricoides",1920000,1930000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2431","3_ascaris_lumbricoides",1930000,1940000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2432","3_ascaris_lumbricoides",1940000,1950000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2433","3_ascaris_lumbricoides",1950000,1960000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2434","3_ascaris_lumbricoides",1960000,1970000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2435","3_ascaris_lumbricoides",1970000,1980000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2436","3_ascaris_lumbricoides",1980000,1990000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2437","3_ascaris_lumbricoides",1990000,2000000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2438","3_ascaris_lumbricoides",2000000,2010000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2439","3_ascaris_lumbricoides",2010000,2020000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2440","3_ascaris_lumbricoides",2020000,2030000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2441","3_ascaris_lumbricoides",2030000,2040000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2442","3_ascaris_lumbricoides",2040000,2050000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2443","3_ascaris_lumbricoides",2050000,2060000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2444","3_ascaris_lumbricoides",2060000,2070000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2445","3_ascaris_lumbricoides",2070000,2080000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2446","3_ascaris_lumbricoides",2080000,2090000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2447","3_ascaris_lumbricoides",2090000,2100000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2448","3_ascaris_lumbricoides",2100000,2110000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2449","3_ascaris_lumbricoides",2110000,2120000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2450","3_ascaris_lumbricoides",2120000,2130000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2451","3_ascaris_lumbricoides",2130000,2140000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2452","3_ascaris_lumbricoides",2140000,2150000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2453","3_ascaris_lumbricoides",2150000,2160000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2454","3_ascaris_lumbricoides",2160000,2170000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2455","3_ascaris_lumbricoides",2170000,2180000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2456","3_ascaris_lumbricoides",2180000,2190000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2457","3_ascaris_lumbricoides",2190000,2200000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2458","3_ascaris_lumbricoides",2200000,2210000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2459","3_ascaris_lumbricoides",2210000,2220000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2460","3_ascaris_lumbricoides",2220000,2230000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2461","3_ascaris_lumbricoides",2230000,2240000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2462","3_ascaris_lumbricoides",2240000,2250000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2463","3_ascaris_lumbricoides",2250000,2260000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2464","3_ascaris_lumbricoides",2260000,2270000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2465","3_ascaris_lumbricoides",2270000,2280000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2466","3_ascaris_lumbricoides",2280000,2290000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2467","3_ascaris_lumbricoides",2290000,2300000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2468","3_ascaris_lumbricoides",2300000,2310000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2469","3_ascaris_lumbricoides",2310000,2320000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2470","3_ascaris_lumbricoides",2320000,2330000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2471","3_ascaris_lumbricoides",2330000,2340000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2472","3_ascaris_lumbricoides",2340000,2350000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2473","3_ascaris_lumbricoides",2350000,2360000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2474","3_ascaris_lumbricoides",2360000,2370000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2475","3_ascaris_lumbricoides",2370000,2380000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2476","3_ascaris_lumbricoides",2380000,2390000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2477","3_ascaris_lumbricoides",2390000,2400000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2478","3_ascaris_lumbricoides",2400000,2410000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2479","3_ascaris_lumbricoides",2410000,2420000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2480","3_ascaris_lumbricoides",2420000,2430000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2481","3_ascaris_lumbricoides",2430000,2440000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2482","3_ascaris_lumbricoides",2440000,2450000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2483","3_ascaris_lumbricoides",2450000,2460000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2484","3_ascaris_lumbricoides",2460000,2470000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2485","3_ascaris_lumbricoides",2470000,2480000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2486","3_ascaris_lumbricoides",2480000,2490000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2487","3_ascaris_lumbricoides",2490000,2500000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2488","3_ascaris_lumbricoides",2500000,2510000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2489","3_ascaris_lumbricoides",2510000,2520000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2490","3_ascaris_lumbricoides",2520000,2530000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2491","3_ascaris_lumbricoides",2530000,2540000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2492","3_ascaris_lumbricoides",2540000,2550000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2493","3_ascaris_lumbricoides",2550000,2560000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
"2494","3_ascaris_lumbricoides",2560000,2570000,0,"ascaris_germline_repeat","Ascaris_lumbricoides"
