"","sample_id","country","species","scaffold_name","scaffold_start","scaffold_end","target_size","target_name","raw_read_counts","coverage_per_base_target","coverage_per_base_target_plus_0.01","target","mean_exon_normal_cov_per_country_plus_0.01","FINAL_GENOME_COPIES"
"34","CHN_merged.bam","China","Necator_americanus","11_necator_americanus",863,951,88,"necator_smith_repeat_310",15,0.170454545454545,0.180454545454545,"necator_repeat",0.0821798032357403,2.19585029836218
"35","CHN_merged.bam","China","Necator_americanus","3_necator_americanus",322410,322499,89,"necator_smith_repeat_61",37,0.415730337078652,0.425730337078652,"necator_repeat",0.0821798032357403,5.18047403761001
"36","CHN_merged.bam","China","Necator_americanus","11_necator_americanus",694,782,88,"necator_smith_repeat_311",16,0.181818181818182,0.191818181818182,"necator_repeat",0.0821798032357403,2.33412802495929
"37","CHN_merged.bam","China","Necator_americanus","4_necator_americanus",38896821,38896909,88,"necator_smith_repeat_178",303,3.44318181818182,3.45318181818182,"necator_repeat",0.0821798032357403,42.0198355583312
"38","CHN_merged.bam","China","Necator_americanus","3_necator_americanus",322579,322667,88,"necator_smith_repeat_62",27,0.306818181818182,0.316818181818182,"necator_repeat",0.0821798032357403,3.85518301752755
"39","CHN_merged.bam","China","Necator_americanus","34_necator_americanus",485,573,88,"necator_smith_repeat_326",110,1.25,1.26,"necator_repeat",0.0821798032357403,15.3322343250881
"40","CHN_merged.bam","China","Necator_americanus","3_necator_americanus",307794,307882,88,"necator_smith_repeat_174",29,0.329545454545455,0.339545454545455,"necator_repeat",0.0821798032357403,4.13173847072178
"41","CHN_merged.bam","China","Necator_americanus","34_necator_americanus",654,742,88,"necator_smith_repeat_327",47,0.534090909090909,0.544090909090909,"necator_repeat",0.0821798032357403,6.62073754946984
"42","CHN_merged.bam","China","Necator_americanus","4_necator_americanus",38897160,38897248,88,"necator_smith_repeat_180",112,1.27272727272727,1.28272727272727,"necator_repeat",0.0821798032357403,15.6087897782823
"43","CHN_merged.bam","China","Necator_americanus","34_necator_americanus",823,911,88,"necator_smith_repeat_328",211,2.39772727272727,2.40772727272727,"necator_repeat",0.0821798032357403,29.2982847113966
"44","CHN_merged.bam","China","Necator_americanus","4_necator_americanus",38897667,38897755,88,"necator_smith_repeat_183",59,0.670454545454545,0.680454545454545,"necator_repeat",0.0821798032357403,8.28007026863522
"45","CHN_merged.bam","China","Necator_americanus","36_necator_americanus",775,863,88,"necator_smith_repeat_329",376,4.27272727272727,4.28272727272727,"necator_repeat",0.0821798032357403,52.1141095999205
"46","CHN_merged.bam","China","Necator_americanus","3_necator_americanus",307628,307713,85,"necator_smith_repeat_175",156,1.83529411764706,1.84529411764706,"necator_repeat",0.0821798032357403,22.4543506432312
"47","CHN_merged.bam","China","Necator_americanus","36_necator_americanus",606,694,88,"necator_smith_repeat_330",12,0.136363636363636,0.146363636363636,"necator_repeat",0.0821798032357403,1.78101711857084
"48","CHN_merged.bam","China","Necator_americanus","4_necator_americanus",38896652,38896740,88,"necator_smith_repeat_177",97,1.10227272727273,1.11227272727273,"necator_repeat",0.0821798032357403,13.5346238793256
"49","CHN_merged.bam","China","Necator_americanus","4_necator_americanus",38899189,38899277,88,"necator_smith_repeat_192",14,0.159090909090909,0.169090909090909,"necator_repeat",0.0821798032357403,2.05757257176506
"50","CHN_merged.bam","China","Trichuris_trichiura","6_trichuris_trichiura",9436,9527,91,"trichuris_trichiura_repeat_1",1070,11.7582417582418,11.7682417582418,"trichuris_repeat",1.80672003104959,6.51359455587878
"51","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21805316,21805407,91,"trichuris_trichiura_repeat_174",21,0.230769230769231,0.240769230769231,"trichuris_repeat",1.80672003104959,0.133263165643522
"52","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21803997,21804088,91,"trichuris_trichiura_repeat_175",73,0.802197802197802,0.812197802197802,"trichuris_repeat",1.80672003104959,0.449542700717148
"53","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",15413,15501,88,"trichuris_trichiura_repeat_54",139,1.57954545454545,1.58954545454545,"trichuris_repeat",1.80672003104959,0.879796220348555
"54","CHN_merged.bam","China","Trichuris_trichiura","6_trichuris_trichiura",109590,109681,91,"trichuris_trichiura_repeat_3",23,0.252747252747253,0.262747252747253,"trichuris_repeat",1.80672003104959,0.145427763146354
"55","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21803557,21803648,91,"trichuris_trichiura_repeat_176",107,1.17582417582418,1.18582417582418,"trichuris_repeat",1.80672003104959,0.656340858265288
"56","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",15850,15941,91,"trichuris_trichiura_repeat_55",567,6.23076923076923,6.24076923076923,"trichuris_repeat",1.80672003104959,3.45419828391659
"57","CHN_merged.bam","China","Trichuris_trichiura","6_trichuris_trichiura",22510,22601,91,"trichuris_trichiura_repeat_5",26,0.285714285714286,0.295714285714286,"trichuris_repeat",1.80672003104959,0.163674659400601
"58","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21797467,21797558,91,"trichuris_trichiura_repeat_177",113,1.24175824175824,1.25175824175824,"trichuris_repeat",1.80672003104959,0.692834650773783
"59","CHN_merged.bam","China","Trichuris_trichiura","70_trichuris_trichiura",18378,18469,91,"trichuris_trichiura_repeat_57",1784,19.6043956043956,19.6143956043956,"trichuris_repeat",1.80672003104959,10.8563558643897
"60","CHN_merged.bam","China","Trichuris_trichiura","96_trichuris_trichiura",3217026,3217117,91,"trichuris_trichiura_repeat_63",93,1.02197802197802,1.03197802197802,"trichuris_repeat",1.80672003104959,0.571188675745465
"61","CHN_merged.bam","China","Trichuris_trichiura","52_trichuris_trichiura",5881,5972,91,"trichuris_trichiura_repeat_20",20,0.21978021978022,0.22978021978022,"trichuris_repeat",1.80672003104959,0.127180866892106
"62","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21859634,21859725,91,"trichuris_trichiura_repeat_106",2145,23.5714285714286,23.5814285714286,"trichuris_repeat",1.80672003104959,13.0520657136508
"63","CHN_merged.bam","China","Trichuris_trichiura","70_trichuris_trichiura",14859,14950,91,"trichuris_trichiura_repeat_58",155,1.7032967032967,1.7132967032967,"trichuris_repeat",1.80672003104959,0.94829119833325
"64","CHN_merged.bam","China","Trichuris_trichiura","52_trichuris_trichiura",26117,26209,92,"trichuris_trichiura_repeat_22",44,0.478260869565217,0.488260869565217,"trichuris_repeat",1.80672003104959,0.27024711143628
"65","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",10570,10661,91,"trichuris_trichiura_repeat_49",103,1.13186813186813,1.14186813186813,"trichuris_repeat",1.80672003104959,0.632011663259624
"66","CHN_merged.bam","China","Trichuris_trichiura","103_trichuris_trichiura",1776858,1776951,93,"trichuris_trichiura_repeat_183",40,0.43010752688172,0.44010752688172,"trichuris_repeat",1.80672003104959,0.243594756972969
"67","CHN_merged.bam","China","Trichuris_trichiura","96_trichuris_trichiura",3213066,3213157,91,"trichuris_trichiura_repeat_60",490,5.38461538461539,5.39461538461538,"trichuris_repeat",1.80672003104959,2.98586128005757
"68","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",7931,8022,91,"trichuris_trichiura_repeat_43",54,0.593406593406593,0.603406593406593,"trichuris_repeat",1.80672003104959,0.333979024440246
"69","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21860514,21860605,91,"trichuris_trichiura_repeat_108",218,2.3956043956044,2.4056043956044,"trichuris_repeat",1.80672003104959,1.33147601967245
"70","CHN_merged.bam","China","Trichuris_trichiura","96_trichuris_trichiura",3213946,3214037,91,"trichuris_trichiura_repeat_61",13,0.142857142857143,0.152857142857143,"trichuris_repeat",1.80672003104959,0.0846047756321949
"71","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",8371,8462,91,"trichuris_trichiura_repeat_44",37,0.406593406593407,0.416593406593407,"trichuris_repeat",1.80672003104959,0.230579945666176
"72","CHN_merged.bam","China","Trichuris_trichiura","103_trichuris_trichiura",1779936,1780027,91,"trichuris_trichiura_repeat_190",660,7.25274725274725,7.26274725274725,"trichuris_repeat",1.80672003104959,4.01985206779827
"73","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21809715,21809806,91,"trichuris_trichiura_repeat_166",28,0.307692307692308,0.317692307692308,"trichuris_repeat",1.80672003104959,0.175839256903433
"74","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",14090,14181,91,"trichuris_trichiura_repeat_52",115,1.26373626373626,1.27373626373626,"trichuris_repeat",1.80672003104959,0.704999248276615
"75","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21806196,21806287,91,"trichuris_trichiura_repeat_173",14,0.153846153846154,0.163846153846154,"trichuris_repeat",1.80672003104959,0.0906870743836108
"76","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",10130,10221,91,"trichuris_trichiura_repeat_48",13,0.142857142857143,0.152857142857143,"trichuris_repeat",1.80672003104959,0.0846047756321949
"77","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",14970,15061,91,"trichuris_trichiura_repeat_53",1956,21.4945054945055,21.5045054945055,"trichuris_repeat",1.80672003104959,11.9025112496332
"78","CHN_merged.bam","China","Trichuris_trichiura","96_trichuris_trichiura",3238165,3238256,91,"trichuris_trichiura_repeat_72",414,4.54945054945055,4.55945054945055,"trichuris_repeat",1.80672003104959,2.52360657494996
"79","CHN_merged.bam","China","Trichuris_trichiura","103_trichuris_trichiura",1795904,1795997,93,"trichuris_trichiura_repeat_204",48,0.516129032258065,0.526129032258065,"trichuris_repeat",1.80672003104959,0.291206729994805
"80","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21860074,21860165,91,"trichuris_trichiura_repeat_107",28,0.307692307692308,0.317692307692308,"trichuris_repeat",1.80672003104959,0.175839256903433
"81","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",12773,12861,88,"trichuris_trichiura_repeat_50",65,0.738636363636364,0.748636363636364,"trichuris_repeat",1.80672003104959,0.414362131802708
"82","CHN_merged.bam","China","Trichuris_trichiura","96_trichuris_trichiura",3219653,3219744,91,"trichuris_trichiura_repeat_66",22,0.241758241758242,0.251758241758242,"trichuris_repeat",1.80672003104959,0.139345464394938
"83","CHN_merged.bam","China","Trichuris_trichiura","103_trichuris_trichiura",1796784,1796877,93,"trichuris_trichiura_repeat_206",337,3.62365591397849,3.63365591397849,"trichuris_repeat",1.80672003104959,2.01118925540864
"84","CHN_merged.bam","China","Trichuris_trichiura","56_trichuris_trichiura",13650,13741,91,"trichuris_trichiura_repeat_51",194,2.13186813186813,2.14186813186813,"trichuris_repeat",1.80672003104959,1.18550084963847
"85","CHN_merged.bam","China","Trichuris_trichiura","103_trichuris_trichiura",1797224,1797317,93,"trichuris_trichiura_repeat_207",103,1.10752688172043,1.11752688172043,"trichuris_repeat",1.80672003104959,0.618539044519928
"86","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21854354,21854445,91,"trichuris_trichiura_repeat_104",159,1.74725274725275,1.75725274725275,"trichuris_repeat",1.80672003104959,0.972620393338913
"87","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21833450,21833543,93,"trichuris_trichiura_repeat_114",13,0.139784946236559,0.149784946236559,"trichuris_repeat",1.80672003104959,0.0829043480242722
"88","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21849514,21849605,91,"trichuris_trichiura_repeat_102",102,1.12087912087912,1.13087912087912,"trichuris_repeat",1.80672003104959,0.625929364508208
"89","CHN_merged.bam","China","Trichuris_trichiura","97_trichuris_trichiura",2014912,2015005,93,"trichuris_trichiura_repeat_98",99,1.06451612903226,1.07451612903226,"trichuris_repeat",1.80672003104959,0.59473305800901
"90","CHN_merged.bam","China","Trichuris_trichiura","103_trichuris_trichiura",1799420,1799513,93,"trichuris_trichiura_repeat_212",88,0.946236559139785,0.956236559139785,"trichuris_repeat",1.80672003104959,0.529266595103986
"91","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21849954,21850045,91,"trichuris_trichiura_repeat_103",31,0.340659340659341,0.350659340659341,"trichuris_repeat",1.80672003104959,0.194086153157681
"92","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21818511,21818602,91,"trichuris_trichiura_repeat_148",47,0.516483516483517,0.526483516483517,"trichuris_repeat",1.80672003104959,0.291402933180335
"93","CHN_merged.bam","China","Trichuris_trichiura","102_trichuris_trichiura",21818950,21819041,91,"trichuris_trichiura_repeat_147",1164,12.7912087912088,12.8012087912088,"trichuris_repeat",1.80672003104959,7.08533063851187
"94","CHN_merged.bam","China","Trichuris_trichiura","96_trichuris_trichiura",3237725,3237816,91,"trichuris_trichiura_repeat_73",41,0.450549450549451,0.460549450549451,"trichuris_repeat",1.80672003104959,0.25490914067184
"95","CHN_merged.bam","China","Trichuris_trichiura","103_trichuris_trichiura",1796344,1796437,93,"trichuris_trichiura_repeat_205",15,0.161290322580645,0.171290322580645,"trichuris_repeat",1.80672003104959,0.0948073412797312
"96","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6785766,6785841,75,"ascaris_germline_repeat_1",1183,15.7733333333333,15.7833333333333,"ascaris_germline_repeat",0.650459422720549,24.2649007486424
"97","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","23_ascaris_lumbricoides",1144245,1144320,75,"ascaris_germline_repeat_33",101,1.34666666666667,1.35666666666667,"ascaris_germline_repeat",0.650459422720549,2.08570530194244
"98","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6782989,6783064,75,"ascaris_germline_repeat_23",7670,102.266666666667,102.276666666667,"ascaris_germline_repeat",0.650459422720549,157.237581767813
"99","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","52_ascaris_lumbricoides",147342,147414,72,"ascaris_germline_repeat_66",23182,321.972222222222,321.982222222222,"ascaris_germline_repeat",0.650459422720549,495.007391661005
"100","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","42_ascaris_lumbricoides",343496,343571,75,"ascaris_germline_repeat_54",5308,70.7733333333333,70.7833333333333,"ascaris_germline_repeat",0.650459422720549,108.82052109766
"101","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6784799,6784874,75,"ascaris_germline_repeat_8",6706,89.4133333333333,89.4233333333333,"ascaris_germline_repeat",0.650459422720549,137.4771895214
"102","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","23_ascaris_lumbricoides",1143524,1143599,75,"ascaris_germline_repeat_35",2505,33.4,33.41,"ascaris_germline_repeat",0.650459422720549,51.3636959247397
"103","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6785645,6785720,75,"ascaris_germline_repeat_2",6348,84.64,84.65,"ascaris_germline_repeat",0.650459422720549,130.138786591715
"104","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6782868,6782943,75,"ascaris_germline_repeat_24",892,11.8933333333333,11.9033333333333,"ascaris_germline_repeat",0.650459422720549,18.299886076748
"105","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","51_ascaris_lumbricoides",22261,22336,75,"ascaris_germline_repeat_55",15,0.2,0.21,"ascaris_germline_repeat",0.650459422720549,0.322848732241704
"106","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6783715,6783790,75,"ascaris_germline_repeat_17",676,9.01333333333333,9.02333333333333,"ascaris_germline_repeat",0.650459422720549,13.8722463202904
"107","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6784678,6784753,75,"ascaris_germline_repeat_9",6951,92.68,92.69,"ascaris_germline_repeat",0.650459422720549,142.499280911826
"108","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6782747,6782822,75,"ascaris_germline_repeat_25",2926,39.0133333333333,39.0233333333333,"ascaris_germline_repeat",0.650459422720549,59.9934937833909
"109","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","23_ascaris_lumbricoides",1139070,1139145,75,"ascaris_germline_repeat_44",31,0.413333333333333,0.423333333333333,"ascaris_germline_repeat",0.650459422720549,0.650822047534864
"110","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","52_ascaris_lumbricoides",164938,165013,75,"ascaris_germline_repeat_56",4664,62.1866666666667,62.1966666666667,"ascaris_germline_repeat",0.650459422720549,95.6195951571104
"111","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6785524,6785599,75,"ascaris_germline_repeat_3",11110,148.133333333333,148.143333333333,"ascaris_germline_repeat",0.650459422720549,227.751844555842
"112","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6783594,6783669,75,"ascaris_germline_repeat_18",302,4.02666666666667,4.03666666666667,"ascaris_germline_repeat",0.650459422720549,6.20587007531275
"113","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6782626,6782701,75,"ascaris_germline_repeat_26",2958,39.44,39.45,"ascaris_germline_repeat",0.650459422720549,60.6494404139772
"114","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","52_ascaris_lumbricoides",153314,153389,75,"ascaris_germline_repeat_57",5291,70.5466666666667,70.5566666666667,"ascaris_germline_repeat",0.650459422720549,108.472049450161
"115","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6783473,6783548,75,"ascaris_germline_repeat_19",1457,19.4266666666667,19.4366666666667,"ascaris_germline_repeat",0.650459422720549,29.8814437730377
"116","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6784194,6784269,75,"ascaris_germline_repeat_13",283,3.77333333333333,3.78333333333333,"ascaris_germline_repeat",0.650459422720549,5.81640176340213
"117","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6785283,6785358,75,"ascaris_germline_repeat_4",1460,19.4666666666667,19.4766666666667,"ascaris_germline_repeat",0.650459422720549,29.9429387696552
"118","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6782505,6782580,75,"ascaris_germline_repeat_27",489,6.52,6.53,"ascaris_germline_repeat",0.650459422720549,10.0390581978016
"119","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6784436,6784511,75,"ascaris_germline_repeat_11",741,9.88,9.89,"ascaris_germline_repeat",0.650459422720549,15.2046379136688
"120","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","52_ascaris_lumbricoides",152839,152914,75,"ascaris_germline_repeat_58",45399,605.32,605.33,"ascaris_germline_repeat",0.650459422720549,930.619157561289
"121","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","52_ascaris_lumbricoides",147582,147657,75,"ascaris_germline_repeat_64",44230,589.733333333333,589.743333333333,"ascaris_germline_repeat",0.650459422720549,906.656607212683
"122","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6782384,6782459,75,"ascaris_germline_repeat_28",122,1.62666666666667,1.63666666666667,"ascaris_germline_repeat",0.650459422720549,2.51617027826471
"123","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","23_ascaris_lumbricoides",1142804,1142879,75,"ascaris_germline_repeat_38",1571,20.9466666666667,20.9566666666667,"ascaris_germline_repeat",0.650459422720549,32.2182536445015
"124","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","3_ascaris_lumbricoides",6785162,6785237,75,"ascaris_germline_repeat_5",7466,99.5466666666667,99.5566666666667,"ascaris_germline_repeat",0.650459422720549,153.055921997825
"125","ETH_worm_merged.bam","Ethiopia_worm","Ascaris_lumbricoides","23_ascaris_lumbricoides",1144845,1144920,75,"ascaris_germline_repeat_31",2768,36.9066666666667,36.9166666666667,"ascaris_germline_repeat",0.650459422720549,56.754757294871
